Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xA,A-xA,KP,Last_Third,PPA,CrsPA,Prog,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Press,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Height_Ground,Height_Low,Height_High,Body_Parts_Left,Body_Parts_Right,Body_Parts_Head,Body_Parts_TI,Body_Parts_Other,Outcomes_Cmp,Outcomes_Off,Outcomes_Out,Outcomes_Int,Outcomes_Blocks,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Succ%,Dribbles_#Pl,Dribbles_Megs,Carries_Carries,Carries_TotDist,Carries_PrgDist,Receiving_Targ,Receiving_Rec,Receiving_Rec_Pct,Miscon,Dispos
Papakouli Diop,sn SEN,MF,Eibar,es La Liga,33,1986,19.3,24.9,33.1,75.2,519.7,134.7,0.1,0.83,12.5,17.7,22.1,80.1,7.05,10.1,69.7,0,0.02,-0.02,0.52,3.68,0.16,0,3.58,33.1,32.3,0.73,0.73,0.05,6.32,0.83,0.36,0,0,0,0,18,4.87,10.2,2.85,23.8,4.35,0,0.26,24.9,0.16,1.09,0.57,0.78,42.6,1.92,6.48,29.8,8.08,0.83,42.1,0.16,0.26,60,0.21,0,21,93.7,35.8,24.9,422,87.9,0.62,0.78
Pedro Obiang,gq EQG,MF,Sassuolo,it Serie A,27,1992,17.3,52.1,58.8,88.7,874.9,216.1,1.04,1.85,56.3,43.5,47,92.6,7.57,9.94,76.2,0.06,0.03,0.02,0.69,4.05,0.64,0.06,4.39,58.8,57,1.79,1.62,0.06,10.6,0.75,0.29,0,0,0,0,46.7,6.07,6.01,6.76,49.1,1.79,0.17,0.29,52.1,0.23,0.69,0.92,0.69,68.5,3.44,16.3,42.1,14.1,1.31,66.7,1.04,1.26,82.6,1.09,0,47.5,213.9,108.2,52.7,902,93.5,0.66,0.66
Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,17.8,33.1,39.4,84,653.3,173.4,0.67,1.35,50,24.2,28.1,86,8.31,10,83.1,0,0.01,-0.01,0.17,2.7,0.17,0,2.92,39.4,38.1,1.35,0.96,0,6.4,1.18,0.22,0,0,0,0,27.1,7.02,5.34,2.19,33.9,1.85,0.34,0.39,33.1,0.11,0.9,0.62,0.62,47.2,1.97,15.6,29.2,5.96,0.22,46,0.51,0.67,75,0.51,0,30.2,189.9,109.4,30.8,512,93.3,0.62,0.45
Philip Billing,dk DEN,MF,Bournemouth,eng Premier League,23,1996,24,32.5,42.8,76,601,149.1,0.83,1.75,47.6,23.8,30,79.3,7.92,11,71.7,0.04,0.05,-0.01,0.58,2.92,0.5,0.04,3.25,42.8,40.6,2.17,0.83,0.13,9.79,0.79,0.54,0,0,0,0,25.8,7.67,9.29,30.5,4.83,3.5,1.33,0.17,32.5,0.13,1.46,0.75,0.92,59.1,5.08,17.8,29.2,15,1.91,57,0.77,1.42,54.3,0.85,0,31,166.4,77.9,37.8,789,84.8,1.3,1.06
Pierre Højbjerg,dk DEN,MF,Southampton,eng Premier League,23,1995,28.2,43.7,56.5,77.3,825.5,216.4,0.74,1.99,37.5,33.4,40,83.4,9.5,14.5,65.7,0.04,0.06,-0.03,0.99,4.57,0.99,0.18,4.5,56.5,54.8,1.74,1.21,0.07,11.9,1.56,0.96,0.04,0,0,0,34.7,9.72,12.1,9.79,40.4,4.22,0.35,0.53,43.7,0.11,1.84,0.53,1.13,70,3.23,14.2,42.6,16.9,1.52,68.5,1.38,1.84,75,1.56,0,44.5,242.1,106.6,45.7,1173,91.1,1.42,1.24
Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,19.7,38.5,49.5,77.7,791.6,216.5,0.46,1.62,28.1,27.5,32.1,85.8,10.5,15.8,66.6,0,0.1,-0.1,0.56,4.47,0.76,0.25,5.53,49.5,45.4,4.06,3.1,0.05,9.04,2.23,1.47,0.41,0.15,0.25,0,30.4,9.19,9.95,5.79,40.5,1.88,0.56,0.46,38.5,0.2,0.96,0.91,1.22,61.9,3.86,16.9,39.4,10.6,0.91,57.9,1.98,2.54,78,2.13,1,41.8,275.9,151.8,39,715,93,0.96,0.81
Pierre Lees-Melou,fr FRA,MF,Nice,fr Ligue 1,26,1993,25,41,49,83.7,773.4,204.1,0.76,2.04,37.3,31.6,35,90.2,8.64,11.9,72.7,0.24,0.18,0.06,1.36,4.48,1,0.24,5.36,49,46.8,2.12,1.24,0.16,9.56,1.84,1.84,0.28,0.12,0.16,0,34.8,7.12,7,8.36,38.6,0.92,0.6,0.28,41,0.08,1.12,0.48,1.32,62.6,3.24,16.9,31.4,19.3,2.2,60.7,1.2,1.6,75,1.24,3,45.2,273.9,145.4,50.6,1098,86.7,1.52,1.8
Piotr Zieliński,pl POL,MF,Napoli,it Serie A,25,1994,24.9,55.1,63.4,86.9,1008.2,279.2,1.24,2.41,51.7,43.4,47.3,91.6,10.5,13.7,76.8,0.12,0.08,0.04,1.24,8.84,1.49,0.24,8.03,63.4,61.8,1.65,1.2,0.04,11.8,1.97,1.37,0.24,0.12,0.04,0.04,47.3,8.31,7.83,16,45.3,1.08,0.2,0.32,55.1,0.12,0.96,1.29,1,73.9,1.37,12,45,24.9,2.05,72.6,1.24,1.97,63.3,1.29,5,56.7,389.5,230.9,65.1,1482,91.4,0.72,1.49
Rafinha,br BRA,MF,Celta Vigo,es La Liga,26,1993,18.3,49.1,56.9,86.3,823,182.2,1.69,3.22,52.5,38.5,42.2,91.1,8.91,11.4,78,0.05,0.07,-0.01,0.82,3.83,1.31,0.05,4.64,56.9,54.6,2.24,1.53,0.16,18.4,1.42,1.26,0.22,0.11,0,0,44.1,6.45,6.34,45.4,7.98,1.15,0.38,0.77,49.1,0.16,0.38,0.87,1.31,72.4,1.81,14.3,41.2,22,2.23,71.1,2.33,3.21,72.6,2.33,1,56.6,322.6,177.3,58.3,1000,88.8,2.18,2.18
Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,11.6,19.1,24,79.9,329.2,57.2,0.34,1.03,33.3,15.7,19.2,81.6,3.1,3.71,83.7,0,0.02,-0.02,0.34,1.72,0.34,0,1.03,24,23.4,0.52,0.43,0,5.26,0.43,0.52,0,0,0,0,15.4,4.48,4.05,3.19,17.2,2.41,0,0.17,19.1,0,0.69,0.17,0.6,33.4,0.52,5.52,20.9,9.48,1.72,33.1,0.26,0.69,37.5,0.26,0,22.1,148.5,63.5,29,231,68.8,1.38,1.29
Rani Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,28.6,21.5,30,71.5,369.7,119.5,0.84,1.92,43.6,16.5,20.5,80.4,4.13,7.59,54.4,0.07,0.04,0.03,0.31,1.78,0.17,0.03,1.57,30,29.6,0.42,0.28,0.1,7.2,0.45,0.31,0.03,0,0,0,15.4,6.4,8.22,3.18,22.4,2.83,0.07,0.24,21.5,0.17,0.7,0.52,1.05,39.7,3.43,13.8,21.5,5.84,0.56,39.4,0.28,0.38,72.7,0.28,0,21.1,92.7,38.9,24,592,86.3,0.38,1.05
Recio,es ESP,MF,Leganés,es La Liga,28,1991,16.1,42.1,48.6,86.6,712.5,162.7,1.06,2.05,51.5,33.5,36.2,92.6,7.52,10.4,72.5,0,0.02,-0.02,0.62,3.66,0.37,0.19,3.29,48.6,46.3,2.36,1.99,0,12.3,1.61,1.37,0.19,0.06,0.12,0,34.5,6.46,7.64,1.37,45.1,1.55,0.12,0.06,42.1,0.19,0.62,0.68,0.75,59.5,1.49,10.4,38.8,13.6,0.87,57.3,0.68,1.37,50,0.93,0,41.7,213.4,78,44.3,654,91.7,0.81,1.12
Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,16.9,51.8,59.1,87.6,865.4,235.6,1.42,2.43,58.5,43.1,46.8,92.2,7.22,9.88,73.1,0.12,0.13,-0.01,1.3,4.5,1.24,0.06,6.21,59.1,55.5,3.61,2.6,0.12,8.99,0.77,1.36,0.18,0,0,0,47.8,5.92,5.44,11.1,45.2,1.48,0.83,0.12,51.8,0,0.89,0.65,1.24,71,2.29,14.4,42.2,20.4,2.01,67.7,0.89,1.56,57.1,1.12,2,49.8,309.8,163.3,52,867,93.1,0.78,0.84
Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,30,42.1,71.2,545.8,190.1,0.98,2.17,45.2,22.8,29.1,78.3,6.19,10.8,57.3,0.07,0.07,0,1.08,3.39,1.12,0.21,5.17,42.1,40.9,1.22,0.73,0.17,9.93,0.94,1.36,0.24,0.1,0.03,0,22.1,8.64,11.3,8.36,27.7,3.85,0.07,0.7,30,0.21,1.15,0.73,1.43,54.1,2.13,13,32.3,11.6,1.15,52.8,0.94,1.33,71.1,1.05,3,30.1,169.6,70,32.7,842,90.1,0.66,0.84
Roberto Soriano,it ITA,MF,Bologna,it Serie A,28,1991,18.5,35.7,42.6,83.8,582.1,178.5,0.97,1.95,50,29.6,33.9,87.4,5.08,6.76,75.2,0.11,0.17,-0.06,1.68,3.35,1.78,0.32,6.05,42.6,41.6,1.03,0.32,0.27,9.14,0.54,1.19,0.11,0,0,0.05,32.6,5.51,4.43,6.32,33.1,1.46,0.49,0.43,35.7,0.22,0.54,0.76,1.35,51.8,0.81,5.89,28.6,22,2.97,50.8,1.14,1.46,77.8,1.14,0,39,283.5,143,49.2,740,81.3,1.03,1.14
Rodri,es ESP,MF,Manchester City,eng Premier League,23,1996,23,84,90.5,92.8,1725.4,387.4,0.74,1.43,51.5,59.8,62.9,95.1,23.5,26.2,89.7,0.04,0.06,-0.01,1.22,8.13,0.57,0.04,5.74,90.5,89.5,1.04,0.96,0,18.6,3.7,0.3,0,0,0,0,70.4,9.87,10.2,12,73.5,2.96,0.09,0.43,84,0.04,0.91,0.65,0.65,99.2,3.22,21.3,68,16.7,1,98.5,0.96,1.09,88,0.96,0,74,347.2,190.2,81,1801,96.6,0.43,0.65
Rodrigo Bentancur,uy URU,MF,Juventus,it Serie A,22,1997,15.7,59.4,67,88.7,1044.5,271.7,1.46,2.87,51.1,47.7,51.6,92.5,10.3,12.5,81.7,0.38,0.17,0.21,1.85,6.05,0.89,0.19,5.22,67,63.3,3.69,1.34,0.25,12.7,2.04,2.23,1.85,0.45,0.89,0,53.2,7.13,6.62,11.7,52.4,1.53,0.38,0.13,59.4,0.06,0.38,0.7,1.4,78.3,2.42,15.2,48.9,19.3,0.7,74.6,1.08,1.53,70.8,1.27,2,54.4,245.4,113.4,59.7,878,93.6,0.64,0.96
Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,21.4,45.1,60.4,74.7,939.3,265.4,1.36,2.48,54.7,30.6,36.8,83.2,13.1,21.1,62.2,0.09,0.23,-0.14,2.38,4.77,2.29,0.75,8.08,60.4,52.8,7.62,3.22,0.09,9.44,5.33,7.15,3.46,1.26,0.65,0.05,35.7,9.81,14.8,2.85,55.4,0.75,0.89,0.37,45.1,0.23,1.26,0.93,1.78,73.2,0.65,11.4,38.5,31.4,2.8,66.4,1.96,3.32,59.2,2.2,4,54.7,442.3,276.4,59.3,1132,89.2,1.68,1.96
Rolando Mandragora,it ITA,MF,Udinese,it Serie A,22,1997,22.8,34.6,42.7,81,624.5,173.7,1.18,2.19,54,26,29.7,87.5,7.37,10.7,68.6,0.09,0.13,-0.04,1.62,2.89,0.75,0.26,4.47,42.7,38.8,3.86,1.84,0.09,7.24,2.15,2.19,1.62,0.88,0,0.04,25.2,7.59,9.91,34.7,4.56,2.41,0.26,0.04,34.6,0.26,0.53,0.83,0.88,54.6,1.58,11.9,27.5,17.2,2.11,50.8,0.57,1.32,43.3,0.61,1,31.6,123.7,62.1,39.7,782,86.4,0.88,0.83
Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,37.2,47.4,78.5,755.1,222.5,0.64,1.7,37.5,26.3,30.5,86.4,10.3,15.3,67.2,0.05,0.04,0.01,0.43,4.41,0.69,0.05,4.95,47.4,46.2,1.28,0.53,0.05,8.4,1.54,1.17,0.27,0.05,0.21,0,31.2,6.65,9.63,3.83,40.8,1.76,0.43,0.16,37.2,0.05,1.01,1.17,0.74,58.1,1.91,15.4,38.9,8.94,0.43,57,1.49,2.29,65.1,1.65,0,41.4,262.2,139.6,41.1,727,94,0.85,0.8
Rômulo,it ITA,MF,Brescia,it Serie A,32,1987,19.1,22.4,28,79.8,321.4,76,1.26,2.3,54.5,18.6,21.4,87,2.51,4.35,57.8,0.16,0.06,0.09,0.89,1.68,0.42,0.05,2.04,28,26.4,1.57,0.99,0,7.33,0.68,1.83,0.26,0.05,0.05,0.05,19.4,4.24,4.4,2.51,23.7,0.89,0.31,0.31,22.4,0.1,0.52,0.58,1.15,37.1,1.26,8.8,16.8,15.3,2.04,35.7,1.52,2.36,64.4,1.57,0,27.9,215.7,119.3,33,480,76.2,1.31,1.47
Ronaldo Vieira,gw GNB,MF,Sampdoria,it Serie A,21,1998,16.8,37.3,44.9,83,760.6,206.4,1.25,2.14,58.3,25.4,28.2,90.1,10.7,14.6,73.1,0.06,0.06,0,1.31,4.23,0.89,0.3,5.24,44.9,42.4,2.5,1.37,0,9.52,2.86,1.67,0.83,0.42,0.36,0,28.8,7.2,8.93,7.56,34.3,1.85,0.3,0.18,37.3,0.12,0.42,0.54,0.89,55.7,2.56,10.9,34.1,13.9,0.95,53.3,0.83,1.31,63.6,0.83,1,36,189.6,95.9,37.3,570,91.1,0.42,1.31
Roque Mesa,es ESP,MF,Leganés,es La Liga,30,1989,19.7,31.7,39.7,79.8,545.7,155.6,0.91,1.62,56.3,25.1,28.1,89.2,5.69,9.95,57.1,0.1,0.11,-0.01,1.17,4.06,0.91,0.25,4.52,39.7,36.6,3.05,1.37,0.15,9.29,1.62,2.49,0.96,0.1,0.61,0.1,26.7,4.57,8.43,9.34,28.7,0.86,0.46,0.1,31.7,0.41,1.12,0.66,0.61,50.6,0.56,7.36,31.8,16.1,0.96,48.1,1.27,2.39,53.2,1.57,0,40,264.7,129.6,38.8,664,86.8,1.37,1.47
Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,17.2,40.2,51.6,78,925.5,249.8,0.58,1.8,32.3,26.5,30.3,87.5,13.1,19.5,67.5,0.06,0.03,0.03,0.52,4.53,0.17,0,5.41,51.6,45.8,5.76,4.53,0.12,10.5,4.48,1.45,0.99,0.35,0.29,0,29.6,8.31,13.7,6.4,41,2.27,0.23,0.23,40.2,0.12,1.69,0.87,0.99,64.2,3.31,15.5,44.4,7.97,0.58,59.3,1.05,1.45,72,1.05,1,40,218.3,113.8,37.8,598,92,0.47,0.7
Rúben Neves,pt POR,MF,Wolves,eng Premier League,22,1997,26.3,44.1,55.4,79.7,1079.2,257.4,0.27,0.91,29.2,26.3,30.4,86.6,17.5,24.1,72.8,0.04,0.05,-0.01,0.68,5.4,0.84,0.08,4.56,55.4,53.7,1.71,1.18,0.11,9.58,4.49,1.1,0.34,0.11,0.15,0,31.2,9.58,14.6,4.33,47.4,2.74,0.19,0.15,44.1,0.11,1.48,0.57,0.72,64.6,2.12,15,41,11.5,0.04,62.8,0.88,1.1,80,0.92,0,43.5,169.7,81.1,43.9,1137,94.8,0.29,0.33
Rubén Pérez,es ESP,MF,Leganés,es La Liga,30,1989,19,36.3,47,77.3,718.9,227.7,0.74,2,36.8,26.7,31.9,83.7,8.89,13.1,67.9,0,0.01,-0.01,0.37,3.95,0.47,0,4.74,47,45.4,1.58,1.26,0.05,9.16,1.42,0.37,0,0,0,0,27.8,7.79,11.4,2.26,40.4,3.11,0.11,0.05,36.3,0.37,0.84,0.42,1.26,57.1,2.26,14.3,37.7,7.37,0.21,55.7,0.47,0.68,69.2,0.58,2,33.3,136.9,57.2,32.9,592,94.7,0.53,0.32
Rubén Rochina,es ESP,MF,Levante,es La Liga,28,1991,16.4,34.3,47.1,72.7,714.9,232.9,0.24,1.22,20,24.5,28.7,85.4,9.51,17.2,55.3,0,0.12,-0.12,1.22,4.76,1.22,0.55,5.73,47.1,41.7,5.43,1.52,0.49,7.87,3.23,3.54,1.59,1.04,0.24,0,25.7,8.17,13.3,38.3,5.67,1.34,0.85,0.24,34.3,0.55,1.4,0.49,1.22,62.4,1.95,12.8,33.3,20.1,1.34,57.3,2.13,3.29,64.8,2.38,1,43,226.3,114.4,49.2,693,85.9,1.65,2.26
Salva Sevilla,es ESP,MF,Mallorca,es La Liga,35,1984,22.6,51.5,62.7,82.1,910,309.2,1.64,2.48,66.1,39.6,43.6,91,10.2,16.7,61.3,0.13,0.15,-0.01,2.12,5.49,0.53,0,7.83,62.7,50.7,12.1,5.75,0.09,10.4,2.57,4.82,4.42,1.64,1.33,0.27,42.6,7.48,12.7,6.73,53.4,1.86,0.31,0.27,51.5,0.31,1.19,0.58,1.19,69,2.27,13.1,42.7,17.8,0.79,56.9,0.35,0.83,42.1,0.39,0,41.5,222.2,124.3,44.9,976,94.9,0.61,0.39
Sandro Tonali,it ITA,MF,Brescia,it Serie A,19,2000,23.6,32.2,46.3,69.6,711.2,242.6,0.47,1.99,23.4,21.7,26.6,81.5,10.1,17.7,56.9,0.21,0.18,0.03,2.03,4.03,0.89,0.21,7.46,46.3,35,11.3,5.93,0.13,7.54,3.35,5.25,3.86,0.59,1.74,0.55,26.2,6.02,14.1,4.28,40,1.53,0.04,0.13,32.2,0.34,1.14,0.85,1.69,56.7,3.35,15.3,31,14.1,0.47,45.8,1.4,1.74,80.5,1.44,2,31.9,214.3,125.7,30,659,92.9,1.14,1.27
Santi Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,22.1,51.4,63.8,80.6,1059.7,312.9,0.45,1.63,27.8,36.7,41.2,89,14.2,20.9,68,0.32,0.24,0.07,2.49,6.79,1.9,0.41,8.6,63.8,56.8,6.97,2.53,0.23,8.69,3.71,5.29,3.85,1,1.76,0.45,41.9,8.33,13.5,20.5,40.7,1.45,0.41,0.27,51.4,0.41,1.27,1.04,1.09,74.3,1.22,9.55,42.5,26.4,1.76,67.5,1.81,2.53,71.4,1.86,3,53.3,273.2,134.1,62.8,1223,88.2,1.67,1.27
Saša Lukić,rs SRB,MF,Torino,it Serie A,22,1996,14.6,33.5,39.2,85.5,568.2,141.8,0.62,1.78,34.6,26.9,29.9,90.1,5.96,7.53,79.1,0.07,0.03,0.03,0.62,3.15,0.68,0.14,3.63,39.2,37.2,1.99,1.16,0.07,7.81,1.16,1.3,0.48,0.14,0.14,0,29.1,4.66,5.41,5.21,30.6,2.19,0.14,0.27,33.5,0.14,0.21,0.55,1.23,49.4,1.85,9.25,28.7,15.1,1.51,47.6,1.16,2.05,56.7,1.3,1,33.5,230.5,127.5,38.8,460,81.1,1.37,0.75
Scott McTominay,sco SCO,MF,Manchester Utd,eng Premier League,22,1996,18.2,39.2,48.7,80.6,802.7,198.6,0.55,1.37,40,28,33.1,84.4,10.7,14.2,75.6,0.05,0.04,0.02,0.77,4.23,0.55,0.11,4.23,48.7,47.1,1.54,1.48,0.11,8.24,2.36,0.71,0,0,0,0,35.6,5.71,7.36,2.03,42.8,2.31,0.05,0.27,39.2,0.11,0.82,1.15,1.21,64.2,3.61,15.6,39,13.3,1.15,63.1,1.58,2.4,65.9,1.8,5,45.3,255.2,121.3,44.9,757,92.1,1.2,1.64
Sean Longstaff,eng ENG,MF,Newcastle Utd,eng Premier League,21,1997,14.5,34.1,43.7,78.1,675.2,164.8,0.62,1.72,36,25.2,29.2,86.5,8.28,12.8,64.5,0.07,0.06,0.01,1.03,2.76,0.28,0.07,3.52,43.7,40.1,3.59,2.69,0.07,7.72,2.28,2.07,0.76,0.34,0.21,0,28.2,6.28,9.24,7.45,31.9,3.45,0.07,0.21,34.1,0.07,1.03,0.48,0.9,56,2.55,14.4,32.6,11.3,0.48,53,0.62,0.97,64.3,0.69,1,31.7,149.1,59.4,36.5,474,89.6,1.17,1.24
Sebastian Rode,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,20.5,46.4,55.1,84.3,888.1,218.5,0.98,2.39,40.8,33.7,37.6,89.6,11.8,15.1,78,0.15,0.08,0.06,1.12,3.9,0.88,0.24,5.8,55.1,52.4,2.63,1.12,0.05,9.46,1.56,0.98,0.78,0.05,0.49,0,34.2,12,8.88,9.12,40.6,3.51,0.44,0.63,46.4,0.2,0.88,0.78,1.07,64.6,2.29,14.8,40.9,13.5,1.02,62.1,0.73,1.02,71.4,0.73,0,41,256.2,138.3,47.3,851,87.7,0.59,0.59
Sebastian Vasiliadis,gr GRE,MF,Paderborn 07,de Bundesliga,21,1997,30.2,26.2,34.3,76.4,515,123.7,0.33,1.56,21.3,19.8,23.6,83.9,6.06,9.11,66.5,0.03,0.06,-0.03,0.86,2.45,0.53,0.07,3.05,34.3,33.2,1.06,0.66,0.07,8.18,1.49,0.46,0.07,0,0.03,0,22,5.76,6.56,6.59,24.4,2.09,0.3,0.36,26.2,0.07,0.99,0.56,1.36,47.9,2.68,14.6,25.4,11.6,1.06,46.9,1.79,2.81,63.5,2.09,4,31,195,112.3,33.3,849,84.3,1.32,1.82
Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,17.2,35.6,40.9,87.2,635.9,129.9,0.87,2.03,42.9,28.1,30.6,92,6.63,8.26,80.3,0.23,0.15,0.09,1.98,2.56,0.87,0.17,3.31,40.9,40.5,0.41,0.06,0.17,7.56,1.22,0.81,0.06,0.06,0,0,31,5.64,4.24,7.56,31.5,0.99,0.29,0.29,35.6,0.12,0.29,0.47,1.16,52,1.16,9.88,29,19,3.14,51.6,3.26,4.53,71.8,3.26,0,42.5,311.4,163.8,46.2,665,83.8,1.4,1.74
Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,24,1995,22.7,42.8,54.4,78.6,830.4,232.7,0.97,3,32.4,31.5,37,84.9,10.4,14.4,72.1,0.18,0.13,0.04,1.23,4.23,1.41,0.26,6.08,54.4,53,1.41,0.75,0.48,10.9,1.85,1.23,0.04,0,0,0,34.1,10.6,9.69,7.18,41.5,2.16,0.62,0.7,42.8,0.18,0.66,1.1,2.03,69.5,2.49,14.3,35.8,23.9,3.84,68.2,1.27,1.9,66.7,1.39,0,48.3,257.2,118.3,60.3,1203,84.1,2.41,1.73
Sergio Busquets,es ESP,MF,Barcelona,es La Liga,31,1988,23.1,83.6,93.1,89.8,1523.5,405.4,2.21,3.51,63,65.8,71.5,92,15.6,18.1,86.1,0.09,0.11,-0.02,0.91,8.7,1.08,0,6.84,93.1,89.6,3.55,3.38,0.52,14.8,1.9,0.04,0,0,0,0,70.5,12.6,10,14.2,75.2,2.51,0.13,0.3,83.6,0.39,1.04,1.43,1.04,102.7,2.99,23,67.1,17.4,0.74,100.1,0.74,0.87,85,0.82,1,69.8,249.9,121.1,80.8,1802,96.5,0.52,0.74
Sergio Canales,es ESP,MF,Betis,es La Liga,28,1991,28.5,51.6,61.5,83.9,951.7,186.7,1.37,2.7,50.6,39.5,43.3,91.4,10.7,15.5,68.8,0.14,0.14,0,1.93,3.61,1.75,0.39,4.95,61.5,54.7,6.74,4.11,0.25,11.6,2.11,3.82,2.04,0.28,0.63,0.21,44.3,7.4,9.75,53.5,6.04,1.02,0.56,0.25,51.6,0.39,1.12,0.81,1.33,70.2,1.16,12.6,38.9,25.3,2.63,63.7,1.16,1.79,64.7,1.3,1,51.3,379.9,224.9,59.4,1517,89.6,1.05,1.3
Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,23,1996,12.9,28.8,39.7,72.5,608.6,147.4,0.47,1.47,31.6,19.8,25.7,76.8,8.53,12.5,68.3,0.16,0.13,0.02,0.78,2.64,0.39,0,2.79,39.7,38.8,0.85,0.78,0.08,9.92,2.02,0.16,0,0,0,0,22.2,7.05,10.4,25.5,6.05,2.48,0.08,0.23,28.8,0.08,1.01,0.78,0.85,50.4,2.02,15.3,29.1,9.3,2.09,49.5,0.93,1.16,80,0.93,0,27.3,132,70.6,36.6,381,80.7,1.16,0.47
Simone Missiroli,it ITA,MF,SPAL,it Serie A,33,1986,24.1,37.5,44.6,84.1,653.5,187.1,0.5,1.33,37.5,30.6,34.1,89.7,6.43,9.17,70.1,0,0.03,-0.03,0.62,3.69,0.58,0.04,4.36,44.6,43.1,1.49,1.04,0.04,7.72,0.54,0.41,0.12,0.04,0.08,0,29,8.38,7.18,6.72,33.1,2.49,0.33,0.25,37.5,0.17,0.37,0.46,0.87,54,3.69,14.9,32.6,10.2,0.66,52.7,0.95,1.24,76.7,1,1,33.4,203.9,100,37.1,827,92.5,0.62,0.66
Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,23.6,44.4,51.1,87,919.7,181.1,0.81,1.4,57.6,30.8,34.4,89.3,12.9,15.3,84.4,0,0.06,-0.06,0.85,4.15,0.97,0.34,4.58,51.1,48.4,2.71,2.37,0.13,10.3,2.12,0.89,0,0,0,0,36.7,7.54,6.82,4.24,43.3,2.25,0.34,0.34,44.4,0.34,0.64,0.68,0.34,62.5,1.86,12.2,42.7,14.7,0.97,60.4,2.63,3.52,74.7,2.8,3,47.6,397.6,187.2,46.7,997,90.5,1.78,1.57
Soualiho Meïté,fr FRA,MF,Torino,it Serie A,25,1994,14.9,28.7,36,79.9,523.4,119.9,0.87,1.61,54.2,21.6,26.6,81.1,6.24,7.72,80.9,0.13,0.07,0.07,0.94,2.42,0.94,0.34,2.62,36,34.8,1.14,0.4,0.07,8.46,1.48,0.74,0.2,0,0,0,22.9,5.77,7.32,6.85,23.7,1.95,0.13,0.34,28.7,0.4,0.54,0.67,0.94,48.3,3.15,10.7,26,15.6,2.21,47.4,2.95,4.3,68.8,3.15,1,33.6,217.4,118.8,36.6,450,82.6,1.68,1.34
Stanislav Lobotka,sk SVK,MF,Celta Vigo,es La Liga,24,1994,15.4,44.4,50.5,87.9,802.5,190.6,1.04,1.75,59.3,34.2,37.9,90.2,9.09,10.8,84.3,0,0.03,-0.03,0.65,3.38,0.32,0,3.96,50.5,49.5,0.97,0.84,0,11.2,1.62,0.26,0.13,0,0.06,0,38.6,5.13,6.69,5.13,42.7,1.69,0,0.45,44.4,0.13,0.58,0.58,0.97,57.3,1.04,11.4,38.5,11.9,0.84,56.6,0.65,0.97,66.7,0.65,0,43.5,265.6,121.6,47.3,659,90.4,0.45,1.3
Stefano Sturaro,it ITA,MF,Genoa,it Serie A,26,1993,10.9,24.5,33.7,72.8,453.7,130.9,1.01,1.47,68.8,18.7,23.1,81,4.77,9.08,52.5,0.18,0.06,0.12,0.83,2.11,0.73,0.18,3.58,33.7,31.6,2.11,0.83,0.18,8.72,1.19,1.93,0.64,0.18,0.37,0,18.4,6.97,8.26,5.87,24.3,1.28,0.64,0.18,24.5,0,0.73,0.64,0.55,48.8,3.94,12.8,25.1,13.2,2.02,47,0.92,1.83,50,1.01,0,31,176,84.1,36.8,326,81.3,1.38,2.66
